Adipocytes_names,Adipocytes_logfoldchanges,Adipocytes_pvals,Adipocytes_pvals_adj,CCS_names,CCS_logfoldchanges,CCS_pvals,CCS_pvals_adj,EC_Arterial_names,EC_Arterial_logfoldchanges,EC_Arterial_pvals,EC_Arterial_pvals_adj,EC_Capillary_names,EC_Capillary_logfoldchanges,EC_Capillary_pvals,EC_Capillary_pvals_adj,EC_Lymphatic_names,EC_Lymphatic_logfoldchanges,EC_Lymphatic_pvals,EC_Lymphatic_pvals_adj,EC_Mixed_names,EC_Mixed_logfoldchanges,EC_Mixed_pvals,EC_Mixed_pvals_adj,EC_Valves_Pericytes_names,EC_Valves_Pericytes_logfoldchanges,EC_Valves_Pericytes_pvals,EC_Valves_Pericytes_pvals_adj,EC_Venous_names,EC_Venous_logfoldchanges,EC_Venous_pvals,EC_Venous_pvals_adj,Endocardium_names,Endocardium_logfoldchanges,Endocardium_pvals,Endocardium_pvals_adj,Epicardium_names,Epicardium_logfoldchanges,Epicardium_pvals,Epicardium_pvals_adj,Fibroblasts_names,Fibroblasts_logfoldchanges,Fibroblasts_pvals,Fibroblasts_pvals_adj,Leukocytes_names,Leukocytes_logfoldchanges,Leukocytes_pvals,Leukocytes_pvals_adj,Neurons_Mixed_names,Neurons_Mixed_logfoldchanges,Neurons_Mixed_pvals,Neurons_Mixed_pvals_adj,Neurons_SchwannGlialCells_names,Neurons_SchwannGlialCells_logfoldchanges,Neurons_SchwannGlialCells_pvals,Neurons_SchwannGlialCells_pvals_adj,Pericytes_names,Pericytes_logfoldchanges,Pericytes_pvals,Pericytes_pvals_adj,PlateletsErythrocytes_names,PlateletsErythrocytes_logfoldchanges,PlateletsErythrocytes_pvals,PlateletsErythrocytes_pvals_adj,SMC_names,SMC_logfoldchanges,SMC_pvals,SMC_pvals_adj,aCM_names,aCM_logfoldchanges,aCM_pvals,aCM_pvals_adj,unknown_names,unknown_logfoldchanges,unknown_pvals,unknown_pvals_adj,vCM_names,vCM_logfoldchanges,vCM_pvals,vCM_pvals_adj
PAPPA,-1.7409115,6.490466140781108e-08,2.4899368326555285e-07,BSDC1,-0.4256523,8.536603144496878e-11,2.8099108976389724e-10,KLHL41,-1.8411019,6.263212740207804e-18,2.3960559360004102e-17,HMGCLL1,-2.643967,7.97381942857632e-20,2.2974586257364227e-19,LSMEM2,-2.943858,0.005769150052929832,0.015256354056214652,NAA15,-0.1328682,1.5709767017770468e-117,7.707795963335237e-117,MRPS30,-0.7768217,1.5627290940189845e-09,5.400665785879211e-09,TMEM14A,-0.82773584,7.723869901864441e-23,3.139473325045466e-22,KCNA2,-3.6342785,0.463903578920438,0.5364518284474178,BIN2,-3.180371,0.03564540608017813,0.06217039969514022,PM20D1,-1.7866752,3.5778448597466466e-55,7.769328722776459e-55,MORC4,-1.6594887,1.5142934386620502e-274,6.705902751258117e-274,PREX1,-0.8271726,1.4733275381328296e-08,5.065024875968261e-08,ACACA,-0.106053494,4.216921601274747e-05,0.00011029771370266636,NMT1,-0.069450505,2.4829008336760284e-50,1.0642413911342978e-49,POLR2M,-0.668318,0.01667713365252978,0.053688417466719165,ZNF559,-0.39081424,4.0241984431222115e-21,9.080921486782358e-21,NEMF,-0.38503066,1.8005537598341994e-41,5.093525275242313e-41,SHROOM4,-0.94951224,1.4051690978715267e-44,6.941673330630796e-44,PRPS1,-0.7207015,1.9887617371391066e-114,4.4393421294044366e-114
PSMD9,-1.0856346,6.447698451781382e-08,2.474158785514483e-07,BFAR,-0.37121844,8.52185732360632e-11,2.8056690821960424e-10,ERCC8,-0.37822202,6.162285391718472e-18,2.358042878595719e-17,TRAPPC12,-0.19880691,7.966631940702915e-20,2.2958260311072826e-19,ANP32E,-0.3833431,0.005768947076453725,0.015256354056214652,FADS1,-1.4428884,1.5645576031598502e-117,7.678797836386492e-117,CLCN3,-0.081687875,1.555659501626794e-09,5.377465231001277e-09,UCHL1,-1.9310834,7.568067367528694e-23,3.0778030911005944e-22,RAB37,-1.6632774,0.4619501118255327,0.5344385655554572,MTUS2,-0.15551567,0.03550303119504781,0.061936394266057286,GTF3C1,-0.052541964,3.502249756846109e-55,7.606267568041658e-55,PM20D2,-1.1678458,5.492810439266108e-275,2.433866563400003e-274,MAFK,-0.8009501,1.4471605571538463e-08,4.976201214072875e-08,NOTCH4,-1.4377795,4.19763455598857e-05,0.00010981227373718061,ACSF2,-0.98163533,2.276549127761984e-50,9.760704385279507e-50,MTFR1,-0.89488,0.01663140199664086,0.05355261765165434,TMEM192,-0.7085066,3.767465935219325e-21,8.507944919097718e-21,NETO2,-2.3229504,1.742554995220981e-41,4.930378700389022e-41,ANXA6,-0.06564876,1.35566922268196e-44,6.701526337607645e-44,LRCH2,-1.203046,1.1850478477140756e-114,2.64645488572075e-114
RAVER2,-1.3266572,6.421353682819846e-08,2.4646762406184417e-07,ZFYVE16,-0.25876477,8.274163590574874e-11,2.7247147481770893e-10,CNN2,-0.42357254,6.069277089499147e-18,2.323041588504213e-17,HILPDA,-0.86428404,7.865714298267515e-20,2.267176474206519e-19,DTD2,-0.8564505,0.005768922171808161,0.015256354056214652,KATNAL1,-0.5013451,1.5464519682072307e-117,7.592405043651115e-117,MARVELD1,-0.8527279,1.5423785392013523e-09,5.33348946323076e-09,BEX1,-2.4169884,7.489881675154592e-23,3.0468273380440186e-22,CRB2,-1.3565403,0.4611331429155434,0.5335752045450726,PHF12,-0.50607836,0.03540612586958633,0.061781622340593936,AP4S1,-0.20116672,3.42591519799234e-55,7.441553276928669e-55,PPP2CA,-0.22466694,5.199032521487731e-275,2.3043700092303328e-274,TUBE1,-0.2301302,1.4323347239900733e-08,4.926343585792659e-08,MMP16,-0.43953747,4.017594299500701e-05,0.00010519349959761377,RHOT1,-0.109140284,2.267905134522687e-50,9.726406447915997e-50,ITIH5,-2.3361137,0.01661899402724818,0.053524084050198366,RSPH3,-0.72796553,3.3867607405123534e-21,7.650500388536512e-21,ODF2L,-0.4727935,1.702638642115494e-41,4.818342843954066e-41,EPS8,-0.29633588,1.296573823705614e-44,6.411498082360789e-44,DPP10,-1.3785577,6.096958919265733e-115,1.3619790409940564e-114
PDRG1,-1.9449416,6.418772785590491e-08,2.4643123602170363e-07,ALMS1,-0.4002015,8.013606298571817e-11,2.640640747992268e-10,SCUBE3,-1.4956479,5.6754782887998e-18,2.1728644935202073e-17,ILDR2,-2.633323,7.045300031487983e-20,2.031868298781132e-19,SCFD2,-0.13215134,0.005756088026604931,0.015229817759032541,ABCA9,-1.6464247,1.4551105604218546e-117,7.146283299019405e-117,PELO,-0.601947,1.5087356349238216e-09,5.218849003499958e-09,FZD2,-3.8636785,7.17265464045696e-23,2.918568450627566e-22,PRF1,-5.4269786,0.4601789863134669,0.5325119814018434,ZNF564,-0.8394395,0.03524004677282925,0.06150604670932567,ZFP57,-2.1030047,3.1887252055218963e-55,6.932330855911331e-55,TRMU,-0.62690866,4.791826266733227e-275,2.1245076973424755e-274,NDUFA4,-0.25020674,1.3965938195102602e-08,4.8067032894068065e-08,HOGA1,-1.677531,3.981604627125856e-05,0.00010428736034811422,HSPBP1,-0.8052058,2.2400015958131334e-50,9.60946676634787e-50,IAH1,-0.48921117,0.01655505790090634,0.05334093378319353,PRRG3,-2.2824185,3.2747370440029417e-21,7.399660348569006e-21,RNPEP,-0.69657695,1.6522707722792523e-41,4.676682388454328e-41,RAI1,-0.32179302,1.2599237295734536e-44,6.232307088404642e-44,NGDN,-0.76262045,3.889020974351066e-115,8.690125043663946e-115
NRM,-25.559786,6.263780075460223e-08,2.4060312776494194e-07,ICAM1,-4.000709,7.924023250502528e-11,2.6122620990953287e-10,USP1,-0.48772457,5.322414374021413e-18,2.039245436220644e-17,UMAD1,0.11107263,6.799420636890749e-20,1.9613313503814064e-19,RNF169,-0.10797901,0.005744840043888843,0.015205388625459561,PAK2,-0.031710684,1.2746692288339273e-117,6.262144531758344e-117,RBM12B,-0.34917116,1.4740658770490054e-09,5.10126168686622e-09,SRSF5,-0.084313676,7.019472526979939e-23,2.8570086131925903e-22,PRG4,-1.9630253,0.45936042655219755,0.5316055177920225,TSPEAR,-2.403444,0.03510245292698043,0.06128716098727309,NOS3,-1.5222371,2.3447618368866173e-55,5.1004822199903184e-55,ADARB1,-0.48670274,4.5932037115886973e-275,2.0370446786745994e-274,B4GALT5,-0.4003833,1.3704895295423116e-08,4.719011631269123e-08,GNG7,-0.30074522,3.886009394989598e-05,0.0001018542094289389,BCAS2,-0.40817833,2.1545414824958523e-50,9.248105817357055e-50,NTF3,-2.1401234,0.01638383760828689,0.05280052897379154,UBXN7,-0.33451602,3.1031912726515807e-21,7.015183146623376e-21,PELO,-1.1585215,1.5628815455873054e-41,4.424499772276048e-41,TAPBP,-0.3445496,1.1222266809140045e-44,5.552998383066937e-44,SMURF2,-0.7316018,3.5378162476093706e-115,7.90651900028441e-115
PAF1,-1.7360728,6.223399085736755e-08,2.3911287933283883e-07,RALGDS,-0.79063743,7.89301679367263e-11,2.6026089021216373e-10,FUBP3,-0.20628789,5.164142934923568e-18,1.9791072923785296e-17,LINC01376,-0.29493085,6.705001523219813e-20,1.934465360130633e-19,PWWP2A,-0.19156678,0.005729530340915712,0.015175512794857834,ACVR1,-0.4884516,1.1562890105632313e-117,5.6824206276197615e-117,MIR646HG,-0.5596853,1.4695477931198137e-09,5.086792498569777e-09,TSG101,-0.11621356,6.930034252963834e-23,2.821367060850558e-22,ELAVL3,-1.7792746,0.4585731072947291,0.5307757753886073,RUFY3,-0.32835227,0.03472080270229954,0.06064888360915563,SPATA13,-0.3917701,1.1753797719910541e-55,2.558239330673347e-55,DNAJC10,-0.36403933,2.2619812005175206e-275,1.0034632650855503e-274,IFIT1,-1.680718,1.3379197052387003e-08,4.608966946236581e-08,ZNF254,-0.14083233,3.883240390713355e-05,0.00010179931210117416,TIMM22,-0.5961826,1.974991947151388e-50,8.479823176787695e-50,CEP89,-1.0753781,0.016369710213841565,0.05276626795115269,TIGAR,-0.8389214,2.9834790667377115e-21,6.746578674738619e-21,PTPN2,-0.51820546,1.5599673797160798e-41,4.417078366730783e-41,ACOX1,-0.5357401,1.1196732182821335e-44,5.542180455990147e-44,RRAGC,-0.7347132,2.7225185465531314e-115,6.085345068806258e-115
IFI6,-1.5212017,6.220048516347148e-08,2.3904500180471395e-07,UGDH-AS1,-0.94868845,7.847204068428447e-11,2.5880682648759203e-10,ACADS,-1.0199324,4.9228728368822574e-18,1.8871220943415552e-17,NFYC,-0.14463864,5.955225096470088e-20,1.7188039234256372e-19,DHX32,-0.32569242,0.0057289450021225765,0.015175512794857834,AGPAT2,-1.6709894,8.929576861443454e-118,4.389745081202104e-117,SORBS3,-0.37217894,1.4303698671863562e-09,4.953451591458579e-09,CRISPLD2,-1.4371355,6.808950775182128e-23,2.7728193496775144e-22,OSM,-3.1575682,0.45819929175310725,0.530424462003367,FAM43A,-0.7945095,0.03471048726387703,0.060637883295107324,PHF8,-0.15338293,1.1067441769529343e-55,2.409547478155465e-55,WDR1,-0.30467984,2.1830294965449177e-275,9.687233508337518e-275,USP32,-0.078482166,1.3122068119138303e-08,4.5224538034719174e-08,LAPTM5,-2.0931919,3.8495165939716086e-05,0.00010093277351671216,SEC63,-0.06992013,1.921034560178743e-50,8.250499027381214e-50,IGSF3,-1.2718319,0.01636678061090711,0.05276626795115269,NOVA2,-2.6225786,2.9713671024780574e-21,6.7201966597630514e-21,NFE2L3,-1.0755004,1.4319819710705153e-41,4.055446032538228e-41,TMEM178A,-1.8515131,1.0595920641234665e-44,5.246510312254381e-44,TC2N,-3.372853,2.0285943941938038e-115,4.535636532914502e-115
WDR54,-4.7743206,6.188229323563189e-08,2.3788272274889363e-07,GLTP,-0.54485023,7.820993185821377e-11,2.5799875226320483e-10,RGN,-1.6330845,4.8071478366231495e-18,1.843228535323084e-17,NFXL1,-0.5926111,4.959909091151874e-20,1.43317916913008e-19,KATNAL1,-0.21191758,0.005718819637643483,0.01515246242473937,DNMT1,-0.39566436,8.697534152047082e-118,4.277066973694837e-117,VPS36,-0.044935428,1.392859693862832e-09,4.82465882482852e-09,MCM3,-0.8185727,6.622673421766815e-23,2.6976892653523556e-22,ADH1C,-4.6044374,0.4563091033618324,0.5284795478425888,MARK4,-0.32690004,0.03445816058371134,0.060211017659994384,CEP128,-0.3394379,1.0533665944008905e-55,2.293667384605142e-55,SPOCK1,-1.0303682,1.3077398282780604e-275,5.804826320109556e-275,FGF9,-1.126149,1.309078657543e-08,4.51270331193215e-08,ARHGEF9,-0.20025375,3.732191785780896e-05,9.792461479660168e-05,LATS2,-0.15920532,1.745864695328605e-50,7.50031027096479e-50,ZNF22,-0.44942442,0.01627014839335431,0.05247896549529883,TSPAN11,-2.7167885,2.902913221462167e-21,6.566361861257048e-21,CARD16,-4.345012,1.3533338215829627e-41,3.8341494340773556e-41,MAPK8IP3,-0.23339655,1.0528531244096759e-44,5.21485374256345e-44,RNASEH2A,-0.81429446,1.993482679926799e-115,4.457792355231183e-115
RPF1,-1.0301658,6.055631099474803e-08,2.329041400440207e-07,ZNF490,-1.5043851,7.704221713034307e-11,2.542022608069824e-10,STAMBP,-0.40327764,4.616663156572577e-18,1.770639907471241e-17,SLC31A1,-0.54683095,4.903265829048043e-20,1.4170832610492736e-19,KHDRBS1,-0.09181244,0.0056410117433579815,0.014962064891170239,ASB2,-1.447771,8.400400737918209e-118,4.132296216970717e-117,TUBB2A,-0.7818877,1.3923346479262223e-09,4.823947315542366e-09,ZNF667-AS1,-0.5639825,6.525800951726392e-23,2.6589467592725354e-22,RGS16,-0.72134507,0.45605285709367194,0.5282638513514235,IGF1R,-0.15471607,0.034431135788710085,0.060170762080038506,TDRP,-0.7082684,9.175259102508206e-56,1.9993215474307513e-55,STXBP4,-0.8608889,1.1041285772904389e-275,4.902473812435217e-275,SPTLC2,-0.43267226,1.3048789587231775e-08,4.501310456011473e-08,SOX17,-3.546352,3.714683064339434e-05,9.748217146063421e-05,ABHD12,-0.38666555,1.6220038598831055e-50,6.972168115453099e-50,CERS4,-0.6766276,0.01620978712419594,0.05230662973666135,ALG13,-0.47058934,2.7821431141399243e-21,6.295068047766077e-21,FCER1G,-3.7964182,1.3331614804553823e-41,3.777708047884459e-41,CMPK1,-0.002704192,1.0388242015724437e-44,5.147056746595969e-44,GPR173,-0.93752146,1.842315717716581e-115,4.120365858295589e-115
DMAP1,-1.6015334,5.9481295379534546e-08,2.2888620853338482e-07,PRPF39,-0.5827467,7.551238430340911e-11,2.4926353978719386e-10,SRPK2,-0.10562373,4.610490768655065e-18,1.768722081355929e-17,S100A6,-0.09952472,4.576817088845645e-20,1.323243745303802e-19,MAP3K6,-1.3781396,0.00564052120151475,0.014962064891170239,COX11,-0.94313526,7.205667293874435e-118,3.545742771410269e-117,GPSM2,-0.5216268,1.3763931822399395e-09,4.7698107706923465e-09,ZNF24,-0.22899067,6.131125709586635e-23,2.5001607459897726e-22,LAMA5-AS1,-2.8461545,0.45574499904879295,0.5279477683178065,DNAH3,-0.9349548,0.03436013958972767,0.060053645244721475,WEE1,-0.21089643,7.6803330348458865e-56,1.6738135185833087e-55,CNOT11,-0.81618434,9.079901706624264e-276,4.0327803577508356e-275,ZNF676,-1.1864005,1.2919747609612562e-08,4.4578150645695656e-08,BTBD8,-0.7460193,3.6943280555995735e-05,9.696486785236307e-05,LYRM7,-0.48002186,1.585251472792705e-50,6.816129694412395e-50,METAP2,-0.18762676,0.01618317819366485,0.05224310701578394,ZNF69,-0.76179665,2.6873169983141242e-21,6.082331754432628e-21,CASP2,-0.6880407,1.3171588403109786e-41,3.7330631395255e-41,EIF4H,-0.09208514,1.0033772797384581e-44,4.973060724404864e-44,CSGALNACT2,-1.050905,1.4541353037242403e-115,3.2531589095473218e-115
SSBP2,-0.3490097,5.936849674602197e-08,2.2851041899795043e-07,NAIP,-1.3404207,7.018293759825115e-11,2.3172191954338358e-10,POMGNT1,-0.6418908,4.5482544424512994e-18,1.7457338770466688e-17,SLC35D1,-0.40683937,4.5555291514558407e-20,1.3173413671924037e-19,DSC3,-4.389969,0.005609815955939851,0.014887171163538639,GLT8D2,-2.480734,6.153380523126142e-118,3.028924294031955e-117,TOX,-1.1951758,1.341568444194959e-09,4.6512637169286295e-09,FSD1L,-0.65205353,6.096013813185037e-23,2.4865146072591507e-22,PLB1,-1.2906663,0.4552697976815019,0.5274377666852864,LYRM7,-0.3867028,0.034280314630091756,0.05992800977613168,CYTH4,-2.3424842,7.675755656072606e-56,1.673057544215017e-55,RGS12,-0.43991125,7.611073064680028e-276,3.381404612662672e-275,FOXC1,-1.5076807,1.281809135363111e-08,4.4237510795563855e-08,RAB40B,-0.23493287,3.684986620845076e-05,9.67365073609217e-05,MOB2,-0.59921455,1.50530120991126e-50,6.474210846389495e-50,PDE7B,-0.70056874,0.016180362883525257,0.05224310701578394,BTD,-0.6408578,2.5619997291435712e-21,5.799565008584787e-21,FKTN,-0.5791639,1.0986483039715892e-41,3.114935225162357e-41,FMNL2,-0.19115359,9.924517137555444e-45,4.920526039421379e-44,ANKRD35,-3.0951395,1.4316624620966372e-115,3.2033580249017715e-115
TTF1,-0.9017922,5.931177087712782e-08,2.2835031787694212e-07,ACOT9,-0.40724733,6.997833165982428e-11,2.3109693247485078e-10,NES,-0.32016745,4.5315675015252436e-18,1.7397714762915027e-17,OTUD7A,-0.57822645,4.517270519134967e-20,1.306528299631754e-19,IGFBP5,0.09948974,0.005607184102879529,0.01488280381298942,PAWR,-1.1076343,6.1300300992716744e-118,3.0184148208224507e-117,SSBP2,-0.069436386,1.3396999377432132e-09,4.645852817192228e-09,FGF13,-0.8077689,5.903122449609637e-23,2.4084867263992604e-22,C6orf132,-0.84515554,0.45497051692297763,0.5271315093967126,NUFIP2,-0.20836481,0.034159240132812616,0.059730187937018654,REV1,-0.083005734,7.55764439444016e-56,1.647551194581697e-55,UBR3,-0.25960502,6.205570921324618e-276,2.757787878228243e-275,QPRT,-0.34532923,1.2672596458838881e-08,4.3755393675771316e-08,PER2,-0.8278392,3.637175989640997e-05,9.54980167635037e-05,JAM2,-1.2732137,1.4325801488591027e-50,6.16319829149988e-50,MAPK8,-0.25231946,0.016141550694558124,0.052142183878910786,ALDH1L1,-1.5952934,2.54480142932471e-21,5.761497625467826e-21,ATG4C,-0.6837713,1.0193320804663435e-41,2.8905974743325924e-41,DNAJA4,-0.9980417,9.860164750602522e-45,4.890226960765471e-44,UBASH3B,-1.5671843,8.057103710171087e-116,1.8030517377506235e-115
MRPL35,-1.0053895,5.891419751191108e-08,2.268775373436494e-07,PKNOX2,-0.8187425,6.938300415842312e-11,2.2918106779578064e-10,ADAMTSL4,-1.9946642,4.3461229803004914e-18,1.669424485077501e-17,BAD,-0.4141397,4.472018870326518e-20,1.2936881117685988e-19,SNRPD2,-0.20632641,0.005594622910027629,0.014852075454377656,FIP1L1,-0.2136828,4.752522592827313e-118,2.3408965721589363e-117,CAV3,-1.4826604,1.2880681386932946e-09,4.470911763836063e-09,TMEM245,-0.107665405,5.825816691091426e-23,2.3775885749581342e-22,NT5C1A,-3.0268066,0.45299036184463404,0.5250388250487072,PDGFB,-1.4215691,0.034075311256276324,0.05959724156677741,RNF217,-0.034320846,7.383385919689467e-56,1.6097957281125895e-55,MLH1,-0.41940746,4.759926633859337e-276,2.1159591386805628e-275,ESCO1,-0.22933765,1.2493758713519536e-08,4.3147781808795614e-08,VOPP1,-0.40234306,3.618010438408731e-05,9.50609567139007e-05,SYNGR1,-0.42952463,1.3328873597281793e-50,5.73757445322809e-50,ABTB2,-0.24190094,0.016137174013577206,0.05214084855424777,SLC36A4,-0.55883384,2.5151172467594553e-21,5.695146209766497e-21,MDM2,-0.73216456,7.848398938057886e-42,2.2273041890404214e-41,HSPA9,0.022890955,9.595263455651271e-45,4.760411442231722e-44,NUDT5,-0.535456,7.704435662423848e-116,1.7243859264022056e-115
CMC1,-0.42340055,5.839377466743561e-08,2.2493079307834058e-07,LPCAT1,-1.3876432,6.937717781751498e-11,2.2918106779578064e-10,LSM1,-0.38479698,4.335664350912339e-18,1.6658311197548122e-17,SLA,-3.14702,4.257791097529837e-20,1.232187598157628e-19,ZNF638,-0.09667703,0.005481156485065647,0.014563664378980766,PLEKHA2,-0.40180567,3.978172967605086e-118,1.960123618253214e-117,JUNB,-0.21071474,1.2813489459512264e-09,4.448612443592342e-09,UBQLN2,-0.90152514,5.797824214450637e-23,2.3668045183794707e-22,EXOC3L4,-3.1680505,0.4522349392406312,0.5242840454001848,PFKM,-0.3020416,0.03398500721307882,0.059446190178463795,KCNMA1,-1.0506397,7.2513341819014655e-56,1.5812329934006201e-55,LRRC59,-0.8950731,3.7100257144793585e-276,1.64972622518923e-275,ARHGEF7,-0.2827989,1.2332613835474883e-08,4.26107619059036e-08,IST1,-0.16933654,3.6017184566716224e-05,9.464937305953008e-05,TTL,-0.5590735,1.2598724125880916e-50,5.424820100079737e-50,RNF144A,-0.8624244,0.01609286675164706,0.05202946551325138,PARD6B,-0.8854239,2.1395632639631723e-21,4.846936172280426e-21,OMD,-3.4866385,6.900134862823023e-42,1.9593007591669815e-41,NAA50,-0.099365234,9.343391243790798e-45,4.636976673833961e-44,PPM1M,-2.4559367,4.5839044335428603e-116,1.0261092511276898e-115
RRP7A,-1.1095667,5.7479197939643395e-08,2.2146440012895026e-07,APOC1,-2.14362,6.757579998962839e-11,2.2340722309824133e-10,ZNF493,-0.248599,4.122719145541837e-18,1.5852249004972586e-17,RBM10,-0.35428825,4.068145077356607e-20,1.177530600450056e-19,GRM8,-2.910781,0.005448644775029677,0.014487481843683559,PPP2R3B,-1.1281265,2.5341932249786403e-118,1.249054348510047e-117,RHOBTB1,-0.21901916,1.2682583391036747e-09,4.4041773708588724e-09,RAD50,-0.28020084,5.717335021694464e-23,2.334578467191906e-22,GAPT,-3.6162665,0.4505738450379856,0.522478714507359,C2CD4B,-2.2495534,0.0338077038497989,0.05917720557888715,FBXO11,-0.108323224,6.682549639029029e-56,1.4576244999599091e-55,SNAPIN,-0.91923994,3.0423433644187694e-276,1.3532285899147676e-275,NAA16,-0.16844688,1.232136306900973e-08,4.258163760876914e-08,NPHP3,-0.2579515,3.578886267922324e-05,9.408939214669501e-05,MFSD1,-0.74664986,1.1981215365822683e-50,5.160402462927966e-50,CD34,-0.34455973,0.016086769216652575,0.05202089586837812,OSBPL6,-0.70190275,2.1282636011802705e-21,4.822061892960913e-21,CLN8,-0.8388476,6.124230824303365e-42,1.7393092134058409e-41,ABCA6,-1.2379018,9.312544148884983e-45,4.623188036018821e-44,GMPPB,-1.1261858,3.7056454659963557e-116,8.297566969260683e-116
ZNF431,-0.62831104,5.695066228684393e-08,2.194840130830053e-07,TET2,-0.35430133,6.749813763469075e-11,2.2319936309876267e-10,PJA2,-0.080084585,4.086672863614222e-18,1.5717652104400058e-17,P4HB,-0.2514825,4.0633908150434596e-20,1.1763800917060404e-19,SIKE1,-0.6420053,0.005426015246218898,0.014432397267524781,CDC42EP3,-0.19386128,2.0279478692253675e-118,9.99862438495565e-118,TET1,-0.27485272,1.255346355717776e-09,4.360342278594402e-09,ARHGAP12,-0.2495582,5.603629526366406e-23,2.2887679786717672e-22,PAQR4,-0.5304528,0.4499888368346834,0.5218805444946624,KLF9,-0.5623373,0.03377232211236463,0.0591221303004068,EPHX2,-0.20809895,6.666459817637506e-56,1.4543251166201971e-55,IFT52,-0.7805549,1.6007836249871452e-276,7.122354501269456e-276,TRAF5,-1.1705489,1.2318353491823874e-08,4.258098737943333e-08,PARG,-0.24527042,3.5739396103008627e-05,9.398483463784739e-05,BLCAP,-0.19265027,1.1765868315777006e-50,5.069097477068415e-50,IFT172,-0.72729063,0.016077952514625175,0.05200352750765606,SYK,-2.7944279,1.6350021960501086e-21,3.708363862757475e-21,UTP23,-0.5687293,5.031257378941505e-42,1.4294378080381248e-41,AGPAT3,-0.27691764,7.68202537787204e-45,3.8149762093729786e-44,BLMH,-0.60324836,2.838117846894572e-116,6.355968919028474e-116
MYOM3,-1.5452316,5.690506232775334e-08,2.193642913538834e-07,ZNF846,-0.934607,6.46779435978358e-11,2.1396745391901313e-10,NUDT22,-0.70108974,4.085056391422993e-18,1.5715439984541372e-17,ZNF75A,-0.22690761,3.2438665215914127e-20,9.403848164398309e-20,SLC1A4,-1.269389,0.0053912834282701105,0.01434254353947691,ANAPC15,-2.2531931,1.9913024679735484e-118,9.821155832240781e-118,UCHL3,-0.4461112,1.2152840307125056e-09,4.224105617575572e-09,PPIH,-0.6580654,5.600084510990103e-23,2.28793923767901e-22,PPM1J,-0.7417353,0.4471449605774668,0.5187417745434029,HLA-DMB,-3.3444169,0.03366554076962003,0.05894203495302848,SLC25A53,-0.27354372,6.608217946542325e-56,1.4418277468442499e-55,SHARPIN,-0.5748472,1.3013214705545044e-276,5.791667246714415e-276,USP12,-0.39822918,1.2022637890258554e-08,4.156830493465798e-08,TCAIM,-0.2958095,3.5661248203544465e-05,9.379567059740208e-05,ASPG,-2.9076407,1.0475272017384933e-50,4.51435766094727e-50,CLSTN2,-3.6554918,0.016054889888259306,0.05194006392145969,SLC43A2,-1.8045504,1.5724777832482295e-21,3.5670877355752714e-21,CLIC2,-3.3420875,4.82471954199457e-42,1.371016142492601e-41,CDK12,-0.07751832,6.876269397246669e-45,3.4159531844386676e-44,HMCN2,-3.6340556,1.3392831601558587e-116,3.0019993246802645e-116
LINC00882,-1.0007285,5.5016887801052766e-08,2.121939357765112e-07,RPP21,-0.8276726,6.423661866533904e-11,2.1255405588627424e-10,DDX42,-0.2769112,4.024286678494351e-18,1.5485602894399986e-17,LYRM2,-0.35449013,3.1063724217352186e-20,9.008718791089147e-20,COL18A1,-0.17611393,0.0053567524688287295,0.014253192570444849,SF3B4,-2.0691946,1.9053101311313784e-118,9.40011131057037e-118,PRPF38A,-0.4365461,1.1997476389450887e-09,4.17106458580034e-09,PITHD1,-0.6421629,5.549887111122998e-23,2.2680448492030406e-22,NR0B2,-1.5824956,0.44705215329309334,0.5186739773600373,PARD3,-0.10323476,0.033619791457543464,0.05886876582866295,CD163L1,-1.7815527,6.5543241915690265e-56,1.4304824396118547e-55,CEP57L1,-0.6963056,4.825449945315151e-277,2.1488843486189512e-276,FKBP2,-0.2859279,1.1900054127788699e-08,4.115389938051949e-08,GAB1,-0.061062716,3.480928926974668e-05,9.165069673046352e-05,LCMT1,-0.26161224,8.857920922009861e-51,3.8184445174228175e-50,CAB39L,-1.1623944,0.015997814018816826,0.05176651140051105,CLEC3B,-1.2738012,1.5568740612301901e-21,3.5322223890688554e-21,GDAP2,-0.7554333,4.430740926310237e-42,1.2592983438771017e-41,SERTAD1,-0.60510933,6.748594994099232e-45,3.353631730357116e-44,AMPD2,-1.5756158,1.2658752887217793e-116,2.8378772812520934e-116
