Adipocytes_names,Adipocytes_logfoldchanges,Adipocytes_pvals,Adipocytes_pvals_adj,CCS_names,CCS_logfoldchanges,CCS_pvals,CCS_pvals_adj,EC_Arterial_names,EC_Arterial_logfoldchanges,EC_Arterial_pvals,EC_Arterial_pvals_adj,EC_Capillary_names,EC_Capillary_logfoldchanges,EC_Capillary_pvals,EC_Capillary_pvals_adj,EC_Lymphatic_names,EC_Lymphatic_logfoldchanges,EC_Lymphatic_pvals,EC_Lymphatic_pvals_adj,EC_Mixed_names,EC_Mixed_logfoldchanges,EC_Mixed_pvals,EC_Mixed_pvals_adj,EC_Valves_Pericytes_names,EC_Valves_Pericytes_logfoldchanges,EC_Valves_Pericytes_pvals,EC_Valves_Pericytes_pvals_adj,EC_Venous_names,EC_Venous_logfoldchanges,EC_Venous_pvals,EC_Venous_pvals_adj,Endocardium_names,Endocardium_logfoldchanges,Endocardium_pvals,Endocardium_pvals_adj,Epicardium_names,Epicardium_logfoldchanges,Epicardium_pvals,Epicardium_pvals_adj,Fibroblasts_names,Fibroblasts_logfoldchanges,Fibroblasts_pvals,Fibroblasts_pvals_adj,Leukocytes_names,Leukocytes_logfoldchanges,Leukocytes_pvals,Leukocytes_pvals_adj,Neurons_Mixed_names,Neurons_Mixed_logfoldchanges,Neurons_Mixed_pvals,Neurons_Mixed_pvals_adj,Neurons_SchwannGlialCells_names,Neurons_SchwannGlialCells_logfoldchanges,Neurons_SchwannGlialCells_pvals,Neurons_SchwannGlialCells_pvals_adj,Pericytes_names,Pericytes_logfoldchanges,Pericytes_pvals,Pericytes_pvals_adj,PlateletsErythrocytes_names,PlateletsErythrocytes_logfoldchanges,PlateletsErythrocytes_pvals,PlateletsErythrocytes_pvals_adj,SMC_names,SMC_logfoldchanges,SMC_pvals,SMC_pvals_adj,aCM_names,aCM_logfoldchanges,aCM_pvals,aCM_pvals_adj,unknown_names,unknown_logfoldchanges,unknown_pvals,unknown_pvals_adj,vCM_names,vCM_logfoldchanges,vCM_pvals,vCM_pvals_adj
GOLGA8R,0.33618814,0.6983722492347845,0.8672619094422256,DHX33,0.29497978,0.13845944237145302,0.20549020594650103,NPPC,0.22618988,0.788215653822951,0.8800584928235538,NOB1,0.06693806,1.8458981133973906e-07,3.6966951071381925e-07,ISCA2,0.052360594,0.028804326811707533,0.06484410803136785,STAP2,0.16804759,0.2723125180993744,0.322256764930272,KCNJ6,0.91823727,0.07106488646819437,0.12016932958857025,GRM6,0.8744151,0.9817370395172319,0.9946717308437577,SLC10A7,0.45277786,2.8607052694069272e-129,1.1893598877655466e-128,TMEM183A,0.32412463,9.18123401406022e-09,2.996608644900451e-08,ZPR1,0.5968387,2.8549922163733234e-117,7.98805015378313e-117,HSD17B3,-1.6865181,0.5671568937121995,0.6070589957379088,KBTBD7,0.34906828,0.13406106331141168,0.2098588909341173,AHRR,1.7435664,0.0007042352196365188,0.0016177044040721982,DEGS2,-0.21410774,0.7738874570101776,0.8362924551347113,TOP1MT,0.7168948,0.2814462731784767,0.530351748633983,PPP1R35,0.53454363,4.367358740509466e-36,1.1734409491146318e-35,ATP6V1H,0.025060726,2.7846468233262325e-13,5.427597811912632e-13,SGK2,-0.37635773,0.5977015421378291,0.6945266148709668,MYRIP,-0.36013475,5.895699450345192e-214,1.621317348844928e-213
ANAPC4,0.15763439,0.6985858202543795,0.8674557511337087,PLEKHB1,1.1788179,0.13871177808333093,0.20582422129914762,GPATCH11,0.33035207,0.7888464230361609,0.8806324592397174,CDC6,0.26028234,1.882964007438229e-07,3.770424943645715e-07,API5,0.23106523,0.029212196500779077,0.0657132910403574,TMEM140,0.9090351,0.2710254057290634,0.32075873770883195,LYSMD2,-0.10280121,0.07135847498617867,0.12062523571812371,SIPA1,0.08707509,0.9813404650577341,0.9946534787542862,NFKBIL1,0.8274238,3.191937524670181e-129,1.3267067232807041e-128,G2E3,0.2529236,9.500106538460184e-09,3.099343015098165e-08,DUSP6,0.25775766,3.253733386211385e-117,9.102010058332201e-117,LCMT1-AS2,-0.82934004,0.5668896323356958,0.6068159678849792,MST1,0.83849746,0.13411607182111024,0.20992322712343867,CHMP6,0.5192129,0.00070969333306203,0.0016294982173394425,ESPN,-1.3066206,0.7737079801421276,0.8362673376999921,ERLIN1,0.25003988,0.282066851835559,0.5312123945397379,COIL,0.45458946,4.672516633547796e-36,1.2552086335618253e-35,GRB2,-0.18610021,2.797905434183358e-13,5.452736158664158e-13,FGFBP2,-1.9549814,0.5970828581578,0.6938611300005789,MRPL35,0.45955333,7.246070871406038e-214,1.9923064600338847e-213
OASL,1.4702573,0.6992850713970736,0.8681811695890618,PURG,0.8789459,0.13894892742222698,0.2060748047028547,C6orf52,0.0875899,0.7900757422571356,0.8816787268666586,CC2D1A,0.41050184,1.8876674491961323e-07,3.7788403161252193e-07,ZNF343,0.71741503,0.02930917648154504,0.06592162316832753,PLEKHG4,-0.7921086,0.2702285007813331,0.31984068181255426,USP9Y,0.27997157,0.07145234625497542,0.1207703897054641,DGKK,0.730124,0.9812795937446099,0.9946534787542862,RAB10,0.16884746,3.336330273231101e-129,1.3863407622137605e-128,PUSL1,1.0063255,9.542069987990358e-09,3.112360498352075e-08,FAM161A,0.69676715,4.0385471799788535e-117,1.1293265525336457e-116,NPAP1,-3.1318357,0.5659143741356827,0.605814990385567,FAM161B,0.7553979,0.1346742873970894,0.21073139921170275,ZNF830,0.5339921,0.0007125855221086565,0.001635641171051535,PGPEP1L,-1.2826544,0.7729612529833757,0.8355799176294754,CCNB1,0.53447044,0.28207899084557775,0.5312123945397379,TMEM120A,0.5359376,4.814383408996314e-36,1.2926289700866815e-35,ATP8B2,0.13327469,3.0630494731825354e-13,5.967154078904198e-13,PLAC4,-2.3883047,0.5970768817211825,0.6938611300005789,EP300,-0.10899346,1.5776522254922576e-213,4.336963094194745e-213
MYCBPAP,1.2650012,0.6998070959876278,0.8686863540586675,TMEM263,0.11705274,0.1394011301800563,0.20670483952421,TMEM52B,1.11146,0.7906537175297089,0.8822584772612471,MTDH,0.13277128,1.9342652467232483e-07,3.87058222004074e-07,FAM83D,0.2748632,0.029388460185862587,0.06609009702354912,PI16,0.014328834,0.26882909752108675,0.31820931292456794,POLH,0.25988218,0.07160692950726316,0.12101811647520892,TMEM52B,-0.033305418,0.9811109183541958,0.9946212117821941,CDC27,0.24020131,3.455086143593427e-129,1.4352920473193503e-128,DCAKD,0.33488673,9.668801429128672e-09,3.1523342226919406e-08,ANP32A,0.110348366,4.791230853259814e-117,1.339556428999576e-116,TCP11,-1.3162117,0.5656589628328941,0.6056274877322672,CD47,0.274991,0.1349292623038664,0.21110848296599127,SUPT3H,0.30712894,0.0007135277955174396,0.0016373059890450355,CDC42BPG,-0.4375061,0.7727955296767391,0.8354606113095521,NDUFB6,0.2509261,0.2821713938099488,0.5313201092176854,MFF,0.1816845,5.7776682992690584e-36,1.5509884377902636e-35,LRRC14,0.5393452,3.0896460076914287e-13,6.018190184315829e-13,UCP1,-3.1757991,0.5962524431523337,0.6930028395883728,RALGAPB,-0.1257154,4.410135380641633e-213,1.2116832908181963e-212
VAX2,0.8138828,0.7008236133334944,0.8695905592723093,IFIT3,-0.12937613,0.140519931604917,0.20828194930086497,IL31RA,0.40748012,0.7911679959965635,0.8827018108656861,YWHAZ,0.12340854,1.944813156413722e-07,3.891173293993887e-07,C6orf62,0.21785396,0.029609324706414607,0.06653721388761305,SNPH,-0.33829448,0.2684742381215377,0.3178141973276529,THBS1,0.2923956,0.07165701285389278,0.1210756424083016,ADGRE3,0.08549102,0.9810343260673609,0.9946197847895398,U2AF2,0.46312848,6.076267326211837e-129,2.522085436941393e-128,AQP3,1.5817198,9.929674124084509e-09,3.2366877296043936e-08,MRPS2,0.28574228,6.830282146610316e-117,1.9085839318023123e-116,LINC01166,-3.175668,0.5646140037685647,0.6045515817577283,EIF2S1,0.30264333,0.13546251008387325,0.21192082535356224,EIF3K,0.07272738,0.0007139768092333604,0.0016380872613180107,HTRA4,0.22425424,0.7724160518431564,0.8351101837106466,DNAJC3,0.3451908,0.28221849226684115,0.5313425006600757,OSER1,0.42739365,7.667773361976055e-36,2.056914958744092e-35,CHRNE,1.1013218,3.1721472119755384e-13,6.17649925469421e-13,CHRNA3,-0.5720217,0.5962444310652786,0.6930028395883728,ZBTB1,-0.08282217,1.1472604939121849e-212,3.1498008684960333e-212
ADPRM,0.28768426,0.7017813268592148,0.8704174154129191,PEF1,0.23367399,0.14061526135202515,0.2084027815304688,LINC00839,0.44585934,0.7913889185475497,0.8828830247427277,SRD5A1,0.32369134,2.052520347486296e-07,4.103952978837199e-07,TDRD7,0.8110173,0.029736949572723482,0.06681074658777494,AK8,-0.5253711,0.26787388793354616,0.31715326874504424,SHOC2,0.31636706,0.07231426996288708,0.12215882720840517,DNTT,-1.364163,0.9807615149487889,0.9946010471446797,CCM2,0.19046578,7.484877766068196e-129,3.105905285826264e-128,ATF4,0.16409446,1.0147268576059925e-08,3.304046976265294e-08,STK16,0.60767365,1.3349349802984343e-116,3.7281344786572855e-116,TMEM213,0.28120157,0.5642495329568736,0.6042041969196209,NUDT15,0.36446986,0.1356245198929898,0.2121083165000002,GOLM1,0.19054037,0.0007176361945279806,0.0016457324795344605,ZIC1,-3.2261744,0.77233637497234,0.8350838638116174,MSX1,0.71063346,0.28246314652603643,0.5316041660270535,IGFBP6,0.27714622,7.909858454599027e-36,2.121478297437507e-35,UBE2Z,0.017094195,3.172787458394021e-13,6.176948957956988e-13,MREG,0.046456564,0.5957837457651423,0.6925647609248654,MZF1,-0.009398806,1.1477254829278881e-212,3.150504363104345e-212
FBXW7,-0.0008206051,0.702150694201559,0.8705930230767276,MPST,0.10966182,0.14116109572141972,0.20912960210343245,PKP1,1.5078773,0.7914500920196827,0.8828860070042909,ZDHHC12,0.3373463,2.1268025474267803e-07,4.249100350246885e-07,BBS7,0.032214012,0.029903628472812797,0.06713858389046277,AMH,-2.496217,0.2656738672204675,0.31459788184317733,VANGL1,0.1258791,0.07242005724791428,0.12232383928209539,SLC22A11,0.13924101,0.98055502550927,0.9945930106033238,DNAH14,0.78005725,7.561418197631702e-129,3.136803832838308e-128,UCK2,0.42720914,1.0155616469339962e-08,3.306051849768738e-08,P4HA1,0.15382133,1.4747558954345767e-116,4.117856794430829e-116,MSTN,-1.6560671,0.5621840609601733,0.6020779057629105,VTI1B,0.27728614,0.1357181781339615,0.21223279912939041,IER3IP1,0.30750299,0.000718534663187943,0.001647542561050203,P2RY10,-1.6933739,0.7722074419161631,0.835004278383516,PLK1,0.98628616,0.2825452618288461,0.5316924054265518,LYRM2,0.3694549,8.952253126073388e-36,2.400629072116197e-35,DHODH,0.5400521,3.413311385212518e-13,6.639218381959959e-13,SLC29A4,0.43753412,0.5956648988949845,0.692479945626491,B4GALT5,-0.094021104,1.4845613225141082e-212,4.0743770648086784e-212
AFTPH,0.17825006,0.7022766276871153,0.8706061167285973,POLRMT,0.31157008,0.14177000524409944,0.20994926102874584,DRC7,0.17734636,0.792496194131618,0.8837263604133573,MYO9B,0.049304184,2.130894003131696e-07,4.25671109136513e-07,CAPN12,0.8586154,0.02994652314076049,0.06721489102325362,PAQR6,-0.40523002,0.2655862235925982,0.31451877640140397,RP1,1.5126108,0.07259017332352591,0.122583741277683,SIGLEC8,-0.5655429,0.9803217191120663,0.9944891701848024,TMC5,4.133655,7.898128300420928e-129,3.2755853891165884e-128,UBA1,0.26365495,1.0216931883878337e-08,3.3245781800666633e-08,SNRNP200,0.25825745,1.9245546230743045e-116,5.370817006552774e-116,BARX2,-0.4449062,0.561470927964964,0.6013568408805079,SLC4A1AP,0.32751295,0.13605434192155832,0.21273644097390781,PBX4,0.84906703,0.0007227504020135139,0.0016567055083821314,HSD17B3,-0.87701666,0.7716576906972361,0.8344696093438441,IFRD2,0.47638226,0.28270990939018514,0.5318696026572768,KCTD17,0.74532634,9.499455112089063e-36,2.546913777787318e-35,NENF,-0.100337364,3.418217123876386e-13,6.647903715662684e-13,CD69,-0.44559172,0.5950982619384171,0.6918745065229636,AGBL3,0.3634296,2.0057686343543775e-212,5.502828618374162e-212
GABRR1,2.4013717,0.7024835464864008,0.8706371602150065,ALDH5A1,0.4901595,0.141942523160495,0.21016350039617293,SON,0.07337506,0.7927028033651864,0.8837341279448074,FUBP1,0.18065135,2.191849779927142e-07,4.377318628908353e-07,ABHD8,0.29921985,0.030106470263394775,0.06753371718417864,LPAR6,0.5645997,0.26525630400319455,0.31415272228017044,SCN8A,0.9110283,0.07304942602341404,0.12327952180534141,SLC8A2,0.26777348,0.9802997558980254,0.9944891701848024,TMEM47,0.4881567,8.32378462689343e-129,3.451169164535045e-128,B4GALT7,0.49113432,1.0287916655713724e-08,3.3469549076963035e-08,BCL2L12,0.49423385,1.9843911207902767e-116,5.536777739871853e-116,AKR7A3,-0.7443416,0.5609423164668221,0.6008333172545975,ARFIP2,0.23430806,0.136177988170446,0.21289636258762737,CASP3,0.29300174,0.0007265294666102802,0.0016648622396116535,TMPPE,-2.1138015,0.7716169916880923,0.8344696093438441,CENPN,0.4153016,0.28280374214495496,0.5319295756542014,PRRC2C,0.07980053,9.638157252412869e-36,2.583642437893695e-35,EFCAB14,-0.045586586,3.443654109022238e-13,6.696511765669839e-13,SEZ6L,-0.039213404,0.5950612209845135,0.6918745065229636,ANKRD33B,0.6417149,2.362245629682839e-212,6.479645773023156e-212
PCSK1,1.1706071,0.7025036466923984,0.8706371602150065,MAP10,0.95693743,0.14395114897802974,0.21286603374254606,NAGPA,0.1799445,0.7929134377173388,0.8837998228973469,TYMS,0.025937077,2.2365346112302934e-07,4.463014723348881e-07,MRPL17,0.049974367,0.03013839752758719,0.06758697574302906,FBP1,-0.52901787,0.26453432120807097,0.31332223949711246,FBXO36,0.6006189,0.07315776753416335,0.12341795524542738,NPC1L1,0.37529007,0.9802855211011106,0.9944891701848024,EIF4EBP2,0.35228652,9.678548124036711e-129,4.0117728175765456e-128,VANGL2,0.9306849,1.0476786095098022e-08,3.4069307422370035e-08,HS3ST1,0.69154346,9.692457002484114e-116,2.702356569028085e-115,ATP1B4,-2.3961275,0.5607278740539985,0.6006462541857439,LYPD6,1.1346433,0.13618483199184697,0.21289636258762737,HDHD2,0.2924388,0.0007316320759778441,0.001675791666513526,CNR2,-0.35290542,0.7713665500855826,0.8342743280702031,RHEBL1,2.0224404,0.28281227902526584,0.5319295756542014,P3H3,0.48060048,1.1698979351528479e-35,3.1344043382437034e-35,LPP-AS2,1.3762994,3.4769755764842266e-13,6.759566585121724e-13,OVAAL,-1.3356848,0.5946397511525823,0.6914479639721682,ELP3,0.031648092,4.997108892412223e-212,1.3702101635952991e-211
NUGGC,2.4261765,0.7026052354482175,0.8706559005981196,PHF23,0.23048577,0.14404623836526298,0.21294405224885385,HAUS2,0.20858812,0.7930881350375028,0.8839292617964694,CDA,1.4528531,2.2686174063792748e-07,4.525839246143558e-07,COA6,0.018969689,0.03013916954350554,0.06758697574302906,CCDC154,-0.35535568,0.2644078435832693,0.3131970155685347,EFCAB8,1.381295,0.07328844356987872,0.12361077227946018,GPR61,1.0483711,0.9800453800361795,0.9944891701848024,FAR1,0.28013614,9.839708999960288e-129,4.077454371976954e-128,FBXL15,0.52035695,1.056354273876652e-08,3.43440299468902e-08,GRSF1,0.23362082,1.0790299566850638e-115,3.007890673492978e-115,ZFP42,-3.2752762,0.5598098881591074,0.5997480536734044,AAAS,0.42032653,0.13658391414195822,0.21349812866187814,FBXO17,0.32811406,0.0007441551249255653,0.001703958298494406,INHBA-AS1,-0.23221982,0.771194891377973,0.8341484484108341,ESCO2,0.74625576,0.2834654682938045,0.5328924822483928,SNRNP35,0.41147965,1.3684501080323032e-35,3.6631161813450727e-35,CFAP221,1.061875,3.628291880549126e-13,7.05192286687024e-13,BEGAIN,0.54297346,0.5945045691951774,0.6913440405527521,ZCCHC14,-0.082420185,5.050743159526749e-212,1.384665136486425e-211
SLC13A3,0.20018114,0.7031077621131709,0.8710433600554085,CFAP46,0.94538826,0.14408652829121446,0.21298275073173445,TSC2,0.24150972,0.7936577244377282,0.8844987725014173,RIN1,1.0191325,2.270182604170341e-07,4.5283631855853533e-07,UCK2,0.27409893,0.030295681014473073,0.0678511882296405,WWC2-AS2,-1.3179502,0.2617184987500396,0.31003576005773925,FSTL4,1.7275289,0.07333803878713432,0.12368059910329994,TBX6,0.10270219,0.9800445543582765,0.9944891701848024,TMEM185B,1.399036,1.1097340765332145e-128,4.5973391938071024e-128,NKAP,0.38076818,1.0603055080762605e-08,3.4465067257994665e-08,TPRA1,0.61852455,2.998203406566602e-115,8.351584682890949e-115,ATXN7,0.6381337,0.5591403075661923,0.5990732302846069,IL17RE,1.036342,0.13671648331544695,0.2136610920779461,MLH3,0.3794512,0.0007452686684148531,0.0017057316869452475,ZNF107,0.22306417,0.7707751264026068,0.8337541719945629,BYSL,0.54042804,0.28351954180525074,0.5329277525127468,ALDH1A2,0.10496914,1.413820325061492e-35,3.7832227563524886e-35,RANBP3,0.15528682,3.658271055369182e-13,7.108359310883443e-13,P2RX7,0.34808496,0.5941452838514294,0.6910327237889776,MED15,-0.07190506,1.9214695029200255e-211,5.262943328143199e-211
SETX,0.07580463,0.7031487712400637,0.8710433600554085,FRY,-0.10529414,0.14412297205981328,0.2130157569607974,ULBP1,0.63698983,0.7940174223859543,0.884768970662199,HNRNPLL,0.18674919,2.3078741965570573e-07,4.60117363852968e-07,WDR46,0.13490425,0.03029745278820218,0.0678511882296405,TEX26-AS1,-1.4640176,0.2616671914389005,0.3099993133837732,HAS1,0.70362884,0.07337413660477358,0.12372765023902155,CLEC18A,0.4375606,0.979645358126268,0.9944046102260988,ING3,0.5531559,1.251278186764448e-128,5.182297034755502e-128,IFI27,0.38186684,1.0724127917268684e-08,3.484360355810958e-08,TMEM254,0.80931133,5.515571391376856e-115,1.5360952839760014e-114,A1CF,-0.58506185,0.5587356180764285,0.5986821404337563,RAB15,0.36501107,0.1370747397254159,0.2141987960173925,IFIT5,0.65354747,0.000766638851357527,0.0017519856972573894,STXBP3,0.3172939,0.7707728025791172,0.8337541719945629,MAK16,0.37591723,0.28366543363238594,0.532985271979548,SMNDC1,0.37201977,1.5439509597087182e-35,4.129973038625305e-35,NPIPA1,0.35643032,3.742617473279726e-13,7.270380088394597e-13,CD7,-0.95268327,0.5940727842580558,0.6910016539516437,PITPNA,0.023522414,2.8741776037071738e-211,7.868145908788077e-211
KIF21A,0.04969619,0.7033673564973602,0.871167451324254,MIPEP,0.35421264,0.14426139723359366,0.21319947190064586,RAB35,0.120362796,0.7942858362420813,0.8849050704437217,ZNF207,0.15368517,2.3079038194851366e-07,4.60117363852968e-07,RCAN1,0.43644392,0.03048015228205095,0.06822997007426772,GRIN3A,-1.0050733,0.2615633649233545,0.3099006361613492,LRRC36,1.8135481,0.07362878722711667,0.12412931823409794,DBX2,-0.008852835,0.9795596209357132,0.9944046102260988,EXOC1,0.21702822,1.5537826407625964e-128,6.433384805045022e-128,ZNF581,0.73086506,1.080136456965937e-08,3.508699829644839e-08,PTPN9,0.40833935,6.779274329154336e-115,1.8866459187829104e-114,SMPD2,0.45845023,0.5582605800408558,0.5982156116143564,ZNF24,0.3433656,0.13734265145691077,0.21455080175837876,NACAD,1.5687778,0.0007745884368382617,0.001769348976655524,PGBD5,0.46531785,0.7702242129791494,0.8332776933534999,ZNF232,0.72105336,0.2843570026778516,0.5340363221023067,FAM133B,0.15286009,2.2045015947223538e-35,5.891683737834206e-35,MVD,0.18361655,3.8533461620379997e-13,7.482591389279142e-13,HTRA4,0.10245192,0.5940669912521508,0.6910016539516437,TSEN15,0.17606424,3.4061770732252063e-211,9.319438794255768e-211
LINC01483,1.7178994,0.7034221151495732,0.871167451324254,SIK1,0.74956465,0.14434919400192459,0.21330833603026006,FCRLB,0.4020244,0.7950453013441903,0.8855874003901779,FAM120B,0.20313214,2.417196359176939e-07,4.815884812237408e-07,ZNF496,0.47135347,0.030487287798459398,0.06823582195674763,PITRM1-AS1,0.18816333,0.26117578359412996,0.30946572395404015,NUP50,0.23717354,0.07375434149284485,0.12429877277443296,GPR78,0.14594983,0.9793847785688271,0.9944046102260988,AAK1,0.16670202,1.6193606279493372e-128,6.703069280584585e-128,DHPS,0.3512923,1.0855146285228866e-08,3.5246529203243124e-08,MIA,1.7498789,7.135517092612849e-115,1.985420795754298e-114,KCNH5,0.12169545,0.5574736053315755,0.5974147306443327,GNAI3,0.20143811,0.13747725109575745,0.21471661735870554,EIF2AK2,0.23305064,0.0007855766783339528,0.0017933630660136159,HGFAC,-0.86242896,0.7700881327231787,0.8331901999468214,LCA5,0.050811104,0.2848248327384838,0.5345158388074107,AGPAT5,0.34757423,2.9154893569689674e-35,7.787710685907196e-35,COMMD8,0.20438448,4.556529895447324e-13,8.83896519050013e-13,MIR155HG,-0.016449373,0.5936849280825518,0.6906569748417384,DCAF16,0.23303047,6.507151605855994e-211,1.780060395787179e-210
ASH2L,0.3843861,0.7035139134874944,0.8712096481786548,CRTC1,0.0751095,0.1444667177865653,0.21346110288181352,PURG,-0.44021168,0.7952268142853034,0.8856588503574496,SMC3,0.17901854,2.4229432690189284e-07,4.826697441398319e-07,TSHZ3,0.12040761,0.03053652836330047,0.06832576516811427,PRSS27,-0.63331807,0.2609065825800556,0.3091710226364792,ATP6V0A2,0.38242632,0.07421233076889708,0.12498744514721513,COL6A5,-1.5546471,0.978963925773785,0.9943147969431296,YLPM1,0.26280063,1.7487932674676942e-128,7.236848914895104e-128,SF3A3,0.22480647,1.0858728242253814e-08,3.525057574362112e-08,PSMC1,0.21198587,1.310515505318561e-114,3.645097679002529e-114,IGFN1,-0.6312204,0.5567803346938385,0.5967141607157656,GART,0.2800162,0.13792887278129926,0.21539968419033198,NOSIP,0.21290815,0.000790506740451737,0.0018037991724973714,HAS3,-0.12954395,0.7699398820629058,0.8330895253866772,CDC42EP4,0.48631784,0.2849279054297862,0.5345836200265129,TRIM59,0.670155,3.2300874156763554e-35,8.623470595681507e-35,GINM1,0.029215101,4.605597827782029e-13,8.933001210241151e-13,LRRC52,-2.2092364,0.5935215222803774,0.6905201059401369,RPA3,0.19022116,7.408303868747315e-211,2.0262073575051556e-210
SUOX,0.67987436,0.7038032258737522,0.8714964132660542,PGAM5,0.5644379,0.14620183122609995,0.2158135795055067,ADGRF1,1.5691446,0.7952936229128935,0.8856678982439041,IL21R,1.2545952,2.4606736321628335e-07,4.900565644840523e-07,PCDHGC3,0.05597354,0.030578415907615973,0.06840934670586128,GPAT2,-0.027199415,0.25961691844244206,0.30766694410155754,NBPF3,0.41476837,0.07425838309286835,0.1250510508410588,VGLL2,-1.1139969,0.9788582428669494,0.9942743708001077,UXS1,0.44494015,2.100033950868711e-128,8.687969404196981e-128,FAM174A,0.40229854,1.1145010373352433e-08,3.616437251228444e-08,ARF3,0.35785052,1.741868498273749e-114,4.843979984512147e-114,TRIM67,-2.0219545,0.5556865904222288,0.5956265641088265,CCNF,0.45934516,0.13821611758785404,0.21572879655204816,SLC25A39,0.21835406,0.0007942377616409593,0.001811764857721487,ELMO3,0.1024949,0.7697256613176908,0.8329174503912374,CARD8,-0.14999466,0.28558903358691434,0.535683531555271,PDGFRL,0.89411646,3.697075075180657e-35,9.866712119297344e-35,ARL10,0.2514706,4.688309172225206e-13,9.089923179242396e-13,IL1RN,-1.1215941,0.5935091174614144,0.6905201059401369,ICA1L,0.15102954,1.554853534999722e-210,4.2502897211041124e-210
EXOC1,0.19186541,0.7047230303955889,0.8722060008799596,LGALSL,0.3272034,0.1464072280994972,0.216074504838413,RUSC1,0.084135845,0.7958866479327971,0.8862290779933811,GRAPL,2.1457028,2.5204464400573323e-07,5.017620059800193e-07,GTF2A2,0.12471174,0.030756780279353295,0.0687574178604651,ADGRV1,0.26590616,0.25943193970101486,0.30747187325017405,PLK5,0.7289739,0.07445874855381854,0.1253556699028419,IDO2,-0.15518244,0.9788194044918344,0.9942743708001077,FAM53C,0.6473786,2.1583727058684056e-128,8.926873356252666e-128,MRPL10,0.3042724,1.119179255116064e-08,3.630836912771203e-08,ANKRD36,0.3961373,1.9502684679780107e-114,5.422522424230681e-114,ALOX15,-0.53879774,0.5553019483448707,0.5952565526259527,RAB27B,0.74378866,0.13822538183529723,0.21572879655204816,ZNF195,0.47616088,0.0007947856492629003,0.0018127406707988047,ZSCAN12,0.32048213,0.7696153824208437,0.8328578338946919,TBC1D30,1.2101368,0.28570101266230363,0.5358269768981592,SYNGAP1,0.5157292,3.952628698025672e-35,1.0546865684335827e-34,EMILIN2,-0.08118369,4.713612867814755e-13,9.137809300071968e-13,EFHD2,0.567985,0.5930830888595046,0.690169633515895,LPXN,0.17369585,3.861150549840736e-210,1.0552785964903364e-209
KIAA0586,0.10211027,0.704788106110419,0.8722150141384537,LGI4,0.21702325,0.1466177764635159,0.21634292944733885,CFAP99,1.1128315,0.7972674354280571,0.8874076359230207,SUZ12,0.18470761,2.526081440985144e-07,5.028174770159298e-07,SLC18B1,0.6164356,0.030767480149511906,0.0687591152994849,GRB7,-2.567651,0.2593044670182414,0.3073449317709337,CNTN6,0.39617318,0.0750502098841946,0.1263140144499013,CLDN16,0.6085479,0.9786856172427765,0.9942743708001077,SEC31A,0.19917975,2.993080545680195e-128,1.237238334576979e-127,TRO,0.6897235,1.1376393565770729e-08,3.689139056609622e-08,MRPL19,0.3083424,2.003043773148379e-114,5.5661824018330575e-114,MUC1,-0.032831512,0.5549581347597524,0.5949302578345066,PWWP2B,0.58272475,0.14067761721590255,0.21930653847974393,LIN7C,0.48227584,0.0008017895751691225,0.0018284388438278025,PARP9,0.25318417,0.7694127826171839,0.8326982943892822,UNC45A,0.047636654,0.28642640968314126,0.5369421846097977,PACSIN3,0.44534764,3.9559010586370746e-35,1.0553731443689365e-34,PNPLA2,0.06392845,4.715486627148916e-13,9.140267682626695e-13,FMO3,-0.7020222,0.5927666922062267,0.6898546359327864,ORC5,0.092295304,4.654942348960485e-210,1.271996920704538e-209
KCNH5,1.8859547,0.7049483072579994,0.8722191309922936,LGR6,0.74352366,0.14693852382295525,0.2167526343012453,GRM2,0.48224375,0.7981124927286258,0.8880207711781496,IRF2BP2,0.15762886,2.527567183297263e-07,5.030468670753303e-07,ERLIN2,0.3413721,0.030770492622046345,0.0687591152994849,PRR4,-0.8464685,0.25906665966218223,0.3070871840733313,LYPD5,1.5274342,0.07533980942564669,0.1267872885651048,IZUMO2,0.68840283,0.9786608810334574,0.9942743708001077,PLAG1,0.44827032,3.0955834216107807e-128,1.2792591730271057e-127,TMX4,0.261653,1.147241844698259e-08,3.719478822811197e-08,SCX,1.6586633,3.0625420834363408e-114,8.504118697924794e-114,GRHL3,-1.4957209,0.5547715946358396,0.5947725301018747,AJAP1,2.3782513,0.1410977782988847,0.21989339839805536,TINF2,0.5107482,0.0008091156359812818,0.0018443094967874195,IL5RA,-0.47019503,0.7692188515092674,0.8325481143845284,GRAP,0.130454,0.2864879894400191,0.5369421846097977,YEATS4,0.5146128,4.205498813666854e-35,1.1217636637656445e-34,RANBP2,-0.07118479,5.070663264784739e-13,9.822416890274841e-13,PCDHB5,0.034822345,0.592155574567514,0.6892497247703935,MIOS,0.17504218,5.6206043240391295e-210,1.5353151214189781e-209
